"citystate","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"Des Moines, Iowa","2020","Police Department","Equipment","Investigations","All expense items","All staff","Group 3",45750
"Des Moines, Iowa","2020","Police Department","Equipment","Narcotics Unit","All expense items","All staff","Group 3",15800
"Des Moines, Iowa","2020","Police Department","Equipment","Parking Meter Enforcement","All expense items","All staff","Group 3",2500
"Des Moines, Iowa","2020","Police Department","Equipment","Patrol","All expense items","All staff","Group 3",23950
"Des Moines, Iowa","2020","Police Department","Equipment","Planning and Budget Office","All expense items","All staff","Group 3",214000
"Des Moines, Iowa","2020","Police Department","Equipment","Records","All expense items","All staff","Group 3",12600
"Des Moines, Iowa","2020","Police Department","Equipment","Schools","All expense items","All staff","Group 3",2000
"Des Moines, Iowa","2020","Police Department","Equipment","SWAT","All expense items","All staff","Group 3",144000
"Des Moines, Iowa","2020","Police Department","Equipment","Technical Services","All expense items","All staff","Group 3",51038
"Des Moines, Iowa","2020","Police Department","Equipment","Traffic","All expense items","All staff","Group 3",11000
"Des Moines, Iowa","2020","Police Department","Equipment","Training","All expense items","All staff","Group 3",141700
"Des Moines, Iowa","2020","Police Department","Other","Narcotics Unit","All expense items","All staff","Group 3",80000
"Des Moines, Iowa","2020","Police Department","Other","Parking Meter Enforcement","All expense items","All staff","Group 3",5000
"Des Moines, Iowa","2020","Police Department","Other","Patrol","All expense items","All staff","Group 3",1385000
"Des Moines, Iowa","2020","Police Department","Personnel Services","911 Reimbursement","All expense items","All staff","Group 3",421515
"Des Moines, Iowa","2020","Police Department","Personnel Services","Animal Services","All expense items","All staff","Group 3",154353
"Des Moines, Iowa","2020","Police Department","Personnel Services","Bomb Squad","All expense items","All staff","Group 3",566992
"Des Moines, Iowa","2020","Police Department","Personnel Services","Chief of Police","All expense items","All staff","Group 3",970843
"Des Moines, Iowa","2020","Police Department","Personnel Services","Communications","All expense items","All staff","Group 3",4767023
"Des Moines, Iowa","2020","Police Department","Personnel Services","Community Relations","All expense items","All staff","Group 3",2250935
"Des Moines, Iowa","2020","Police Department","Personnel Services","Evidence and Property","All expense items","All staff","Group 3",681082
"Des Moines, Iowa","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",9214912
"Des Moines, Iowa","2020","Police Department","Personnel Services","Narcotics Unit","All expense items","All staff","Group 3",2424334
"Des Moines, Iowa","2020","Police Department","Personnel Services","Office of Professional Standards","All expense items","All staff","Group 3",492056
"Des Moines, Iowa","2020","Police Department","Personnel Services","Other","All expense items","All staff","Group 3",2299686
"Des Moines, Iowa","2020","Police Department","Personnel Services","Parking Meter Enforcement","All expense items","All staff","Group 3",636669
"Des Moines, Iowa","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",27413906
"Des Moines, Iowa","2020","Police Department","Personnel Services","Planning and Budget Office","All expense items","All staff","Group 3",905291
"Des Moines, Iowa","2020","Police Department","Personnel Services","Records","All expense items","All staff","Group 3",1660960
"Des Moines, Iowa","2020","Police Department","Personnel Services","Schools","All expense items","All staff","Group 3",1202137
"Des Moines, Iowa","2020","Police Department","Personnel Services","SWAT","All expense items","All staff","Group 3",560851
"Des Moines, Iowa","2020","Police Department","Personnel Services","Technical Services","All expense items","All staff","Group 3",614253
"Des Moines, Iowa","2020","Police Department","Personnel Services","Tort Claims Investigation","All expense items","All staff","Group 3",228221
"Des Moines, Iowa","2020","Police Department","Personnel Services","Traffic","All expense items","All staff","Group 3",2306083
"Des Moines, Iowa","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 3",855937
"Des Moines, Iowa","2020","Police Department","Reserved General Funds","All Sub-Departments","All expense items","All staff","Group 3",18700
"Des Moines, Iowa","2020","Police Department","Special Revenue Funds","All Sub-Departments","All expense items","All staff","Group 3",1408000
"Des Moines, Iowa","2020","Police Department","Transfers","Patrol","All expense items","All staff","Group 3",1500000
"Detroit, Michigan","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 1",175000
"Detroit, Michigan","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",5545653
"Detroit, Michigan","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",1869502
"Detroit, Michigan","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 1",31262374
"Detroit, Michigan","2020","Police Department","Other","All Sub-departments","All expense items","All staff","Group 1",4159903
"Detroit, Michigan","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",275180922
"El Paso, Texas","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",1396000
"El Paso, Texas","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 2",6128271
"El Paso, Texas","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",3985540
"El Paso, Texas","2020","Police Department","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 2",1300114
"El Paso, Texas","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 2",1140925
"El Paso, Texas","2020","Police Department","Other","All Sub-departments","All expense items","All staff","Group 2",2598579
"El Paso, Texas","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",35165599
"El Paso, Texas","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Wages","All staff","Group 2",104592689
"El Paso, Texas","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 2",1300000
"Fargo, North Dakota","2020","Police Department","Capital Projects","All Sub-departments","Maintenance","All staff","Group 2",151531
"Fargo, North Dakota","2020","Police Department","Equipment","All Sub-departments","Facility","All staff","Group 2",266777
"Fargo, North Dakota","2020","Police Department","Equipment","All Sub-departments","Office Supplies","All staff","Group 2",244115
"Fargo, North Dakota","2020","Police Department","Equipment","All Sub-departments","Rentals","All staff","Group 2",958200
"Fargo, North Dakota","2020","Police Department","Materials and Services","All Sub-departments","Other services","All staff","Group 2",238850
"Fargo, North Dakota","2020","Police Department","Miscellaneous, Other","All Sub-departments","Field Equipment","All staff","Group 2",366710
"Fargo, North Dakota","2020","Police Department","Non-Equipment Expense","All Sub-departments","Insurance","All staff","Group 2",85000
"Fargo, North Dakota","2020","Police Department","Non-Equipment Expense","All Sub-departments","Travel","All staff","Group 2",190078
"Fargo, North Dakota","2020","Police Department","Operations","All Sub-departments","Advertising","All staff","Group 2",34500
"Fargo, North Dakota","2020","Police Department","Operations","All Sub-departments","Communications","All staff","Group 2",145648
"Fargo, North Dakota","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",5069240
"Fargo, North Dakota","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",15265047
"Fort Worth, Texas","2020","Police Department","Capital Projects","All Sub-departments","Facility","All staff","Group 2",16000
"Fort Worth, Texas","2020","Police Department","Operations","All Sub-departments","Maintenance","All staff","Group 2",31365303
"Fort Worth, Texas","2020","Police Department","Operations","Crime Control and Prevention","Maintenance","All staff","Group 2",19790278
"Fort Worth, Texas","2020","Police Department","Other","All Sub-departments","Other","All staff","Group 2",273625
"Fort Worth, Texas","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 2",235504912
"Fort Worth, Texas","2020","Police Department","Personnel Services","Crime Control and Prevention","Salaries/Benefits","All staff","Group 2",44104283
"Fort Worth, Texas","2020","Police Department","Transfers","All Sub-departments","Crime Control and Prevention District - Police","All staff","Group 2",21838867
"Fresno, California","2020","Police Department","All-Non Personnel Services","All Sub-departments","All expense items","All staff","Group 1",18607400
"Fresno, California","2020","Police Department","Intergovernmental Charges","All Sub-departments","All expense items","All staff","Group 1",22037100
"Fresno, California","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",161119500
"Honolulu, Hawaii","2020","Police Department","All Department Expenses","Office of the Chief of Police","All expense items","All staff","Group 3",1073027
"Honolulu, Hawaii","2020","Police Department","All-Non Personnel Services","Patrol","All expense items","All staff","Group 3",11430322
"Honolulu, Hawaii","2020","Police Department","All-Non Personnel Services","Police Commission","All expense items","All staff","Group 3",147274
"Honolulu, Hawaii","2020","Police Department","All-Non Personnel Services","Special Operations","All expense items","All staff","Group 3",2046999
"Honolulu, Hawaii","2020","Police Department","All-Non Personnel Services","Support Services","All expense items","All staff","Group 3",14962333
"Honolulu, Hawaii","2020","Police Department","Equipment","Administration","All expense items","All staff","Group 3",9000
"Honolulu, Hawaii","2020","Police Department","Equipment","Investigations","All expense items","All staff","Group 3",40000
"Honolulu, Hawaii","2020","Police Department","Non-Equipment Expense","Administration","All expense items","All staff","Group 3",8459743
"Honolulu, Hawaii","2020","Police Department","Non-Equipment Expense","Investigations","All expense items","All staff","Group 3",3796797
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",26921578
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",39357904
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Office of the Chief of Police","All expense items","All staff","Group 3",7434699
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",153458022
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Police Commission","All expense items","All staff","Group 3",360756
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Special Operations","All expense items","All staff","Group 3",11947126
"Honolulu, Hawaii","2020","Police Department","Personnel Services","Support Services","All expense items","All staff","Group 3",20255725
"Houston, Texas","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",50551359
"Houston, Texas","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",12376603
"Houston, Texas","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",3e+05
"Houston, Texas","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",836651091
"Indianapolis, Indiana","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",5199659
"Indianapolis, Indiana","2020","Police Department","Internal Charges","All Sub-departments","All expense items","All staff","Group 1",10986804
"Indianapolis, Indiana","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",26678479
"Indianapolis, Indiana","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",211072061
"Indianapolis, Indiana","2020","Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Group 1",29634000
"Jackson, Mississippi","2020","Police Department","Capital Projects","Body Camera Program","All expense items","All staff","Group 3",321000
"Jackson, Mississippi","2020","Police Department","Capital Projects","Bomb Team ","All expense items","All staff","Group 3",10861
"Jackson, Mississippi","2020","Police Department","Capital Projects","Ed Bryne Memorial","All expense items","All staff","Group 3",498553
"Jackson, Mississippi","2020","Police Department","Capital Projects","Hot Spot Policing","All expense items","All staff","Group 3",177404
"Jackson, Mississippi","2020","Police Department","Capital Projects","Patrol","All expense items","All staff","Group 3",1292204
"Jackson, Mississippi","2020","Police Department","Capital Projects","Police E-911 Funds","All expense items","All staff","Group 3",4129
"Jackson, Mississippi","2020","Police Department","Capital Projects","Precinct 2","All expense items","All staff","Group 3",43394
"Jackson, Mississippi","2020","Police Department","Capital Projects","Seizure and Forfeited Property","All expense items","All staff","Group 3",124628
"Jackson, Mississippi","2020","Police Department","Capital Projects","Standards and Training","All expense items","All staff","Group 3",1598
"Jackson, Mississippi","2020","Police Department","Equipment","Animal Services","All expense items","All staff","Group 3",33378
"Jackson, Mississippi","2020","Police Department","Equipment","Body Camera Program","All expense items","All staff","Group 3",1727
"Jackson, Mississippi","2020","Police Department","Equipment","Bomb Team ","All expense items","All staff","Group 3",1993
"Jackson, Mississippi","2020","Police Department","Equipment","Community Relations","All expense items","All staff","Group 3",12450
"Jackson, Mississippi","2020","Police Department","Equipment","Crime Lab","All expense items","All staff","Group 3",24315
"Jackson, Mississippi","2020","Police Department","Equipment","Impound Lot","All expense items","All staff","Group 3",2000
"Jackson, Mississippi","2020","Police Department","Equipment","Mobile Crime Scene Unit","All expense items","All staff","Group 3",9600
"Jackson, Mississippi","2020","Police Department","Equipment","Other Drug-Related Unit","All expense items","All staff","Group 3",11000
"Jackson, Mississippi","2020","Police Department","Equipment","Patrol","All expense items","All staff","Group 3",1116946
"Jackson, Mississippi","2020","Police Department","Equipment","Police E-911 Funds","All expense items","All staff","Group 3",1550
"Jackson, Mississippi","2020","Police Department","Equipment","Police ID","All expense items","All staff","Group 3",2000
"Jackson, Mississippi","2020","Police Department","Equipment","Precinct 1","All expense items","All staff","Group 3",1000
"Jackson, Mississippi","2020","Police Department","Equipment","Precinct 2","All expense items","All staff","Group 3",1000
"Jackson, Mississippi","2020","Police Department","Equipment","Precinct 3","All expense items","All staff","Group 3",1000
"Jackson, Mississippi","2020","Police Department","Equipment","Precinct 4","All expense items","All staff","Group 3",500
"Jackson, Mississippi","2020","Police Department","Equipment","Seizure and Forfeited Property","All expense items","All staff","Group 3",40433
"Jackson, Mississippi","2020","Police Department","Equipment","Support Services","All expense items","All staff","Group 3",10551
"Jackson, Mississippi","2020","Police Department","Equipment","Training","All expense items","All staff","Group 3",153653
"Jackson, Mississippi","2020","Police Department","Internal Charges","Command","All expense items","All staff","Group 3",55189
"Jackson, Mississippi","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 3",205250
"Jackson, Mississippi","2020","Police Department","Materials and Services","Adult Detention","All expense items","All staff","Group 3",7352
"Jackson, Mississippi","2020","Police Department","Materials and Services","Animal Services","All expense items","All staff","Group 3",53142
"Jackson, Mississippi","2020","Police Department","Materials and Services","Bomb Team ","All expense items","All staff","Group 3",5
"Jackson, Mississippi","2020","Police Department","Materials and Services","Community Relations","All expense items","All staff","Group 3",23360
"Jackson, Mississippi","2020","Police Department","Materials and Services","Crime Lab","All expense items","All staff","Group 3",57545
"Jackson, Mississippi","2020","Police Department","Materials and Services","Impound Lot","All expense items","All staff","Group 3",23200
"Jackson, Mississippi","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 3",16000
"Jackson, Mississippi","2020","Police Department","Materials and Services","NET","All expense items","All staff","Group 3",16933
"Jackson, Mississippi","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 3",86176
"Jackson, Mississippi","2020","Police Department","Materials and Services","Police ID","All expense items","All staff","Group 3",9303
"Jackson, Mississippi","2020","Police Department","Materials and Services","Precinct 1","All expense items","All staff","Group 3",8000
"Jackson, Mississippi","2020","Police Department","Materials and Services","Precinct 2","All expense items","All staff","Group 3",34787
"Jackson, Mississippi","2020","Police Department","Materials and Services","Precinct 3","All expense items","All staff","Group 3",38615
"Jackson, Mississippi","2020","Police Department","Materials and Services","Precinct 4","All expense items","All staff","Group 3",63600
"Jackson, Mississippi","2020","Police Department","Materials and Services","Seizure and Forfeited Property","All expense items","All staff","Group 3",35067
"Jackson, Mississippi","2020","Police Department","Materials and Services","Support Services","All expense items","All staff","Group 3",557905
"Jackson, Mississippi","2020","Police Department","Materials and Services","Training","All expense items","All staff","Group 3",90351
"Jackson, Mississippi","2020","Police Department","Materials and Services","Youth Detention","All expense items","All staff","Group 3",1299066
"Jackson, Mississippi","2020","Police Department","Personnel Services","Adult Detention","All expense items","All staff","Group 3",834042
"Jackson, Mississippi","2020","Police Department","Personnel Services","Animal Services","All expense items","All staff","Group 3",280070
"Jackson, Mississippi","2020","Police Department","Personnel Services","Community Relations","All expense items","All staff","Group 3",2205413
"Jackson, Mississippi","2020","Police Department","Personnel Services","Impound Lot","All expense items","All staff","Group 3",47019
"Jackson, Mississippi","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",22505795
"Jackson, Mississippi","2020","Police Department","Personnel Services","Police/Security Guards","All expense items","All staff","Group 3",301344
"Jackson, Mississippi","2020","Police Department","Personnel Services","Public Safety Planning","All expense items","All staff","Group 3",305470
"Jackson, Mississippi","2020","Police Department","Personnel Services","Seizure and Forfeited Property","All expense items","All staff","Group 3",50000
"Jackson, Mississippi","2020","Police Department","Personnel Services","Support Services","All expense items","All staff","Group 3",3988928
"Jacksonville, Florida","2020","Office of the Sheriff","Capital Projects","All sub-departments","All expense items","All Staff","Group 1",3208320
"Jacksonville, Florida","2020","Office of the Sheriff","Debt Service","All sub-departments","All expense items","All Staff","Group 1",261952
"Jacksonville, Florida","2020","Office of the Sheriff","Operations","All sub-departments","All expense items","All Staff","Group 1",91983725
"Jacksonville, Florida","2020","Office of the Sheriff","Personnel Services","All sub-departments","All expense items","All Staff","Group 1",386140600
"Kansas City, Missouri","2020","Police Department","Capital Projects","Administration","All expense items","All staff","Group 3",5e+05
"Kansas City, Missouri","2020","Police Department","Capital Projects","Executive Services","All expense items","All staff","Group 3",2300000
"Kansas City, Missouri","2020","Police Department","Capital Projects","Investigations","All expense items","All staff","Group 3",150000
"Kansas City, Missouri","2020","Police Department","Capital Projects","Management","All expense items","All staff","Group 3",40000
"Kansas City, Missouri","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 3",313636
"Kansas City, Missouri","2020","Police Department","Contractual Services","Executive Services","All expense items","All staff","Group 3",8234040
"Kansas City, Missouri","2020","Police Department","Contractual Services","Investigations","All expense items","All staff","Group 3",1998224
"Kansas City, Missouri","2020","Police Department","Contractual Services","Management","All expense items","All staff","Group 3",6589276
"Kansas City, Missouri","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 3",908192
"Kansas City, Missouri","2020","Police Department","Contractual Services","Training","All expense items","All staff","Group 3",95589
"Kansas City, Missouri","2020","Police Department","Debt Service","Patrol","All expense items","All staff","Group 3",31273770
"Kansas City, Missouri","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 3",10000
"Kansas City, Missouri","2020","Police Department","Materials and Services","Executive Services","All expense items","All staff","Group 3",6100957
"Kansas City, Missouri","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 3",447740
"Kansas City, Missouri","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 3",411981
"Kansas City, Missouri","2020","Police Department","Materials and Services","Training","All expense items","All staff","Group 3",45000
"Kansas City, Missouri","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",8204215
"Kansas City, Missouri","2020","Police Department","Personnel Services","Executive Services","All expense items","All staff","Group 3",14135477
"Kansas City, Missouri","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",36562719
"Kansas City, Missouri","2020","Police Department","Personnel Services","Management","All expense items","All staff","Group 3",76176949
"Kansas City, Missouri","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",75957186
"Kansas City, Missouri","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 3",7429339
"Las Vegas, Nevada","2020","City Marshals","Personnel Services","Other Specialized Unit","Benefits","All staff","Group 4",5689861
"Las Vegas, Nevada","2020","City Marshals","Personnel Services","Other Specialized Unit","Salaries","All staff","Group 4",8088703
"Las Vegas, Nevada","2020","Police Department","All Department Expenses","All Sub-departments","All expense items","All staff","Group 4",156836411
"Las Vegas, Nevada","2020","Police Other","Capital Projects","Other Specialized Unit","City Marshals","All staff","Group 4",49000
"Las Vegas, Nevada","2020","Police Other","Materials and Services","Other Specialized Unit","City Marshals","All staff","Group 4",3038950
"Little Rock, Arkansas","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",2297129
"Little Rock, Arkansas","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",2058319
"Little Rock, Arkansas","2020","Police Department","Materials and Services","All Sub-departments","Maintenance","All staff","Group 1",2816991
"Little Rock, Arkansas","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 1",73037451
"Long Beach, California","2020","Fire and Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Group 2",967749
"Long Beach, California","2020","Police Department","Internal Charges","All Sub-departments","All expense items","All staff","Group 2",30490626
"Long Beach, California","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 2",9892700
"Long Beach, California","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",224006603
"Long Beach, California","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 2",109313
"Los Angeles, California","2020","Police Department","Capital Projects","All sub-departments","Contractual Services","All Staff","Group 5",47185807
"Los Angeles, California","2020","Police Department","Equipment","All sub-departments","Field Equipment Expense","All Staff","Group 5",9543392
"Los Angeles, California","2020","Police Department","Equipment","All sub-departments","Firearms Ammunition Other Devi","All Staff","Group 5",4063498
"Los Angeles, California","2020","Police Department","Equipment","All sub-departments","Technology","All Staff","Group 5",2810863
"Los Angeles, California","2020","Police Department","Equipment","All sub-departments","Traffic And Signal","All Staff","Group 5",101000
"Los Angeles, California","2020","Police Department","Non-Equipment Expense","All sub-departments","Gang Intervention Program - State Set Aside","All Staff","Group 5",130045
"Los Angeles, California","2020","Police Department","Non-Equipment Expense","All sub-departments","General City Purposes","All Staff","Group 5",25000
"Los Angeles, California","2020","Police Department","Non-Equipment Expense","All sub-departments","Reserve Officer Expense","All Staff","Group 5",301000
"Los Angeles, California","2020","Police Department","Non-Equipment Expense","All sub-departments","Secret Service","All Staff","Group 5",1098000
"Los Angeles, California","2020","Police Department","Non-Equipment Expense","All sub-departments","Transportation Equipment","All Staff","Group 5",1e+07
"Los Angeles, California","2020","Police Department","Non-Equipment Expense","All sub-departments","Travel","All Staff","Group 5",607750
"Los Angeles, California","2020","Police Department","Operations","All sub-departments","Institutional Supplies","All Staff","Group 5",1257196
"Los Angeles, California","2020","Police Department","Operations","All sub-departments","Office And Administrative","All Staff","Group 5",25671812
"Los Angeles, California","2020","Police Department","Operations","All sub-departments","Operating Supplies","All Staff","Group 5",2032164
"Los Angeles, California","2020","Police Department","Operations","All sub-departments","Printing And Binding","All Staff","Group 5",1212560
"Los Angeles, California","2020","Police Department","Operations","All sub-departments","Supplemental Police Account","All Staff","Group 5",1500000
"Los Angeles, California","2020","Police Department","Operations","All sub-departments","Transportation","All Staff","Group 5",110062
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Accumulated Overtime","All Staff","Group 5",5199660
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Overtime General","Civilian Staff","Group 5",6976837
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Overtime Sworn","Sworn Staff","Group 5",165525687
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Salaries As Needed","All Staff","Group 5",4336601
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Salaries General","Civilian Staff","Group 5",272251197
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Salaries Sworn","Sworn Staff","Group 5",1172547375
"Los Angeles, California","2020","Police Department","Personnel Services","All sub-departments","Uniforms","All Staff","Group 5",4691526
"Louisville, Kentucky","2020","Police Department","Contractual Services","All Sub-Departments","Advertising","All","Group 2",43000
"Louisville, Kentucky","2020","Police Department","Contractual Services","All Sub-Departments","Other","All","Group 2",7623700
"Louisville, Kentucky","2020","Police Department","Contractual Services","All Sub-Departments","Printing","All","Group 2",14600
"Louisville, Kentucky","2020","Police Department","Contractual Services","All Sub-Departments","Training","All","Group 2",236300
"Louisville, Kentucky","2020","Police Department","Contractual Services","All Sub-Departments","Travel","All","Group 2",231400
"Louisville, Kentucky","2020","Police Department","Equipment","All Sub-Departments","All expense items","All","Group 2",1212500
"Louisville, Kentucky","2020","Police Department","Personnel Services","All Sub-Departments","Overtime","All","Group 2",10513800
"Louisville, Kentucky","2020","Police Department","Personnel Services","All Sub-Departments","Retirement/pension","All","Group 2",39130100
"Louisville, Kentucky","2020","Police Department","Personnel Services","All Sub-Departments","Salaries","All","Group 2",79098400
"Louisville, Kentucky","2020","Police Department","Personnel Services","All Sub-Departments","Salaries/Benefits","All","Group 2",46344500
"Louisville, Kentucky","2020","Police Department","Personnel Services","All Sub-Departments","Uniforms","All","Group 2",2842400
"Louisville, Kentucky","2020","Police Department","Supplies","All Sub-Departments","Firearms/Ammunition","All","Group 2",805000
"Louisville, Kentucky","2020","Police Department","Supplies","All Sub-Departments","Office Supplies","All","Group 2",150100
"Louisville, Kentucky","2020","Police Department","Supplies","All Sub-Departments","Other","All","Group 2",1479300
"Louisville, Kentucky","2020","Police Pensions","Criminal Justice Commission- Policemen Retirement Fund","All Sub-Departments","Retirement/pension","All","Group 2",2263100
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Administration","All expense items","All staff","Other",2909022
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Animal Services","All expense items","All staff","Other",582943
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Communications","All expense items","All staff","Other",1725007
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Community Relations","Salaries","All staff","Other",1548066
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Detectives","All expense items","All staff","Other",2568830
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Juvenile Division","Salaries","All staff","Other",1305835
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Mechanical Division","All expense items","All staff","Other",230000
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Ordinance Violations","Salaries","All staff","Other",166018
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Patrol","Mounted Patrol","All staff","Other",5000
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Patrol","Salaries","All staff","Other",9319748
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Patrol","Travel","All staff","Other",5000
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Patrol","Uniforms","All staff","Other",163500
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Records","All expense items","All staff","Other",969986
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Shooting Range","Firearms/Ammunition","All staff","Other",130000
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Traffic","Salaries","All staff","Other",862388
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Training","All expense items","All staff","Other",456781
"Manchester, New Hampshire","2020","Police Department","All Department Expenses","Undercover Operations","All expense items","All staff","Other",2180563
"Manchester, New Hampshire","2020","Police Department","Personnel Services","Maintenance","Salaries/Benefits","All staff","Other",156988
"Memphis, Tennessee ","2020","Police Department","Captial Projects","All Sub-departments","General Equipment","All Staff","Group 2",408000
"Memphis, Tennessee ","2020","Police Department","Captial Projects","All Sub-departments","IT Supplies","All Staff","Group 2",10000
"Memphis, Tennessee ","2020","Police Department","Captial Projects","All Sub-departments","Office supplies","All Staff","Group 2",73900
"Memphis, Tennessee ","2020","Police Department","Captial Projects","All Sub-departments","Other","All Staff","Group 2",16500
"Memphis, Tennessee ","2020","Police Department","Grants","All Sub-departments","Other","All Staff","Group 2",150000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Aircraft","All Staff","Group 2",565669
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Claims","All Staff","Group 2",5e+05
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","DUI Unit","All Staff","Group 2",75000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Field Equipment","All Staff","Group 2",736335
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Firearms/Ammunition","All Staff","Group 2",5e+05
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Gasoline","All Staff","Group 2",3468013
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Insurance","All Staff","Group 2",281417
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","IT Supplies","All Staff","Group 2",6494739
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","K9 Unit","All Staff","Group 2",75000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Legal Fees","All Staff","Group 2",1500000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Maintenance","All Staff","Group 2",659293
