"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"1100","Dallas","TX","2020","Police Department","Equipment","Narcotics","All expense items","All Staff","Group 3",865395
"1101","Dallas","TX","2020","Police Department","Equipment","Operational Support","All expense items","All Staff","Group 3",545153
"1102","Dallas","TX","2020","Police Department","Equipment","Patrol","All expense items","All Staff","Group 3",4165034
"1103","Dallas","TX","2020","Police Department","Equipment","Police Academy ","All expense items","All Staff","Group 3",545504
"1104","Dallas","TX","2020","Police Department","Equipment","Recruiting","All expense items","All Staff","Group 3",104325
"1105","Dallas","TX","2020","Police Department","Equipment","Special Operations","All expense items","All Staff","Group 3",1068002
"1106","Dallas","TX","2020","Police Department","Personnel Services","Administration","All expense items","All Staff","Group 3",8394019
"1107","Dallas","TX","2020","Police Department","Personnel Services","Community Relations","All expense items","All Staff","Group 3",1635953
"1108","Dallas","TX","2020","Police Department","Personnel Services","Department Support","All expense items","All Staff","Group 3",7261320
"1109","Dallas","TX","2020","Police Department","Personnel Services","Intelligence","All expense items","All Staff","Group 3",9673160
"1110","Dallas","TX","2020","Police Department","Personnel Services","Investigations","All expense items","All Staff","Group 3",61690832
"1111","Dallas","TX","2020","Police Department","Personnel Services","Investigations of Vice Related Crimes","All expense items","All Staff","Group 3",3976675
"1112","Dallas","TX","2020","Police Department","Personnel Services","Operational Support","All expense items","All Staff","Group 3",34947303
"1113","Dallas","TX","2020","Police Department","Personnel Services","Patrol","All expense items","All Staff","Group 3",268361879
"1114","Dallas","TX","2020","Police Department","Personnel Services","Police Academy ","All expense items","All Staff","Group 3",20434755
"1115","Dallas","TX","2020","Police Department","Personnel Services","Recruiting","All expense items","All Staff","Group 3",8551610
"1116","Dallas","TX","2020","Police Department","Personnel Services","Special Operations","All expense items","All Staff","Group 3",33397504
"1117","Dallas","TX","2020","Police Department","Reimbursements","Investigations of Vice Related Crimes","All expense items","All Staff","Group 3",35383
"1118","Dallas","TX","2020","Police Department","Transfers","Special Operations","All expense items","All Staff","Group 3",150240
"1119","Denver","CO","2020","Police and Fire Pensions","All Department Expenses","All-sub departments","All expense items","All staff","Group 3",21883430
"1120","Denver","CO","2020","Police Department","Internal Charges","Administration","All expense items","All staff","Group 3",28000
"1121","Denver","CO","2020","Police Department","Internal Charges","Investigations","All expense items","All staff","Group 3",3600
"1122","Denver","CO","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 3",3199724
"1123","Denver","CO","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 3",8642055
"1124","Denver","CO","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 3",1415800
"1125","Denver","CO","2020","Police Department","Other","Community Based Crime Reduction","All expense items","All staff","Group 3",334683
"1126","Denver","CO","2020","Police Department","Other","COPS Community Policing and Development","All expense items","All staff","Group 3",5586
"1127","Denver","CO","2020","Police Department","Other","DNA Backlog Reduction","All expense items","All staff","Group 3",103217
"1128","Denver","CO","2020","Police Department","Other","Other","All expense items","All staff","Group 3",1367810
"1129","Denver","CO","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",28704976
"1130","Denver","CO","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",86124542
"1131","Denver","CO","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",126113670
"1132","Des Moines","IA","2020","Police Department","Capital Projects","911 Reimbursement","All expense items","All staff","Group 3",75000
"1133","Des Moines","IA","2020","Police Department","Capital Projects","Technical Services","All expense items","All staff","Group 3",3000
"1134","Des Moines","IA","2020","Police Department","Contractual Services","911 Reimbursement","All expense items","All staff","Group 3",453000
"1135","Des Moines","IA","2020","Police Department","Contractual Services","Animal Services","All expense items","All staff","Group 3",784766
"1136","Des Moines","IA","2020","Police Department","Contractual Services","Bomb Squad","All expense items","All staff","Group 3",36236
"1137","Des Moines","IA","2020","Police Department","Contractual Services","Chief of Police","All expense items","All staff","Group 3",97593
"1138","Des Moines","IA","2020","Police Department","Contractual Services","Communications","All expense items","All staff","Group 3",128286
"1139","Des Moines","IA","2020","Police Department","Contractual Services","Community Relations","All expense items","All staff","Group 3",44084
"1140","Des Moines","IA","2020","Police Department","Contractual Services","Detectives","All expense items","All staff","Group 3",350873
"1141","Des Moines","IA","2020","Police Department","Contractual Services","Evidence and Property","All expense items","All staff","Group 3",439200
"1142","Des Moines","IA","2020","Police Department","Contractual Services","Narcotics Unit","All expense items","All staff","Group 3",112770
"1143","Des Moines","IA","2020","Police Department","Contractual Services","Office of Professional Standards","All expense items","All staff","Group 3",6012
"1144","Des Moines","IA","2020","Police Department","Contractual Services","Parking Meter Enforcement","All expense items","All staff","Group 3",20752
"1145","Des Moines","IA","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 3",3437682
"1146","Des Moines","IA","2020","Police Department","Contractual Services","Planning and Budget Office","All expense items","All staff","Group 3",93880
"1147","Des Moines","IA","2020","Police Department","Contractual Services","Records","All expense items","All staff","Group 3",193646
"1148","Des Moines","IA","2020","Police Department","Contractual Services","Schools","All expense items","All staff","Group 3",44491
"1149","Des Moines","IA","2020","Police Department","Contractual Services","SWAT","All expense items","All staff","Group 3",145840
"1150","Des Moines","IA","2020","Police Department","Contractual Services","Technical Services","All expense items","All staff","Group 3",103877
"1151","Des Moines","IA","2020","Police Department","Contractual Services","Traffic","All expense items","All staff","Group 3",142511
"1152","Des Moines","IA","2020","Police Department","Contractual Services","Training","All expense items","All staff","Group 3",155261
"1153","Des Moines","IA","2020","Police Department","Equipment","911 Reimbursement","All expense items","All staff","Group 3",108500
"1154","Des Moines","IA","2020","Police Department","Equipment","Bomb Squad","All expense items","All staff","Group 3",9600
"1155","Des Moines","IA","2020","Police Department","Equipment","Chief of Police","All expense items","All staff","Group 3",7500
"1156","Des Moines","IA","2020","Police Department","Equipment","Communications","All expense items","All staff","Group 3",16000
"1157","Des Moines","IA","2020","Police Department","Equipment","Community Relations","All expense items","All staff","Group 3",2350
"1158","Des Moines","IA","2020","Police Department","Equipment","Detectives","All expense items","All staff","Group 3",45750
"1159","Des Moines","IA","2020","Police Department","Equipment","Evidence and Property","All expense items","All staff","Group 3",271500
"1160","Des Moines","IA","2020","Police Department","Equipment","Narcotics Unit","All expense items","All staff","Group 3",15800
"1161","Des Moines","IA","2020","Police Department","Equipment","Parking Meter Enforcement","All expense items","All staff","Group 3",2500
"1162","Des Moines","IA","2020","Police Department","Equipment","Patrol","All expense items","All staff","Group 3",23950
"1163","Des Moines","IA","2020","Police Department","Equipment","Planning and Budget Office","All expense items","All staff","Group 3",214000
"1164","Des Moines","IA","2020","Police Department","Equipment","Records","All expense items","All staff","Group 3",12600
"1165","Des Moines","IA","2020","Police Department","Equipment","Schools","All expense items","All staff","Group 3",2000
"1166","Des Moines","IA","2020","Police Department","Equipment","SWAT","All expense items","All staff","Group 3",144000
"1167","Des Moines","IA","2020","Police Department","Equipment","Technical Services","All expense items","All staff","Group 3",51038
"1168","Des Moines","IA","2020","Police Department","Equipment","Traffic","All expense items","All staff","Group 3",11000
"1169","Des Moines","IA","2020","Police Department","Equipment","Training","All expense items","All staff","Group 3",141700
"1170","Des Moines","IA","2020","Police Department","Other","Narcotics Unit","All expense items","All staff","Group 3",80000
"1171","Des Moines","IA","2020","Police Department","Other","Parking Meter Enforcement","All expense items","All staff","Group 3",5000
"1172","Des Moines","IA","2020","Police Department","Other","Patrol","All expense items","All staff","Group 3",1385000
"1173","Des Moines","IA","2020","Police Department","Personnel Services","911 Reimbursement","All expense items","All staff","Group 3",421515
"1174","Des Moines","IA","2020","Police Department","Personnel Services","Airport Security","All expense items","All staff","Group 3",2299686
"1175","Des Moines","IA","2020","Police Department","Personnel Services","Animal Services","All expense items","All staff","Group 3",154353
"1176","Des Moines","IA","2020","Police Department","Personnel Services","Bomb Squad","All expense items","All staff","Group 3",566992
"1177","Des Moines","IA","2020","Police Department","Personnel Services","Chief of Police","All expense items","All staff","Group 3",970843
"1178","Des Moines","IA","2020","Police Department","Personnel Services","Communications","All expense items","All staff","Group 3",4767023
"1179","Des Moines","IA","2020","Police Department","Personnel Services","Community Relations","All expense items","All staff","Group 3",2250935
"1180","Des Moines","IA","2020","Police Department","Personnel Services","Detectives","All expense items","All staff","Group 3",9214912
"1181","Des Moines","IA","2020","Police Department","Personnel Services","Evidence and Property","All expense items","All staff","Group 3",681082
"1182","Des Moines","IA","2020","Police Department","Personnel Services","Narcotics Unit","All expense items","All staff","Group 3",2424334
"1183","Des Moines","IA","2020","Police Department","Personnel Services","Office of Professional Standards","All expense items","All staff","Group 3",492056
"1184","Des Moines","IA","2020","Police Department","Personnel Services","Parking Meter Enforcement","All expense items","All staff","Group 3",636669
"1185","Des Moines","IA","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",27413906
"1186","Des Moines","IA","2020","Police Department","Personnel Services","Planning and Budget Office","All expense items","All staff","Group 3",905291
"1187","Des Moines","IA","2020","Police Department","Personnel Services","Records","All expense items","All staff","Group 3",1660960
"1188","Des Moines","IA","2020","Police Department","Personnel Services","Schools","All expense items","All staff","Group 3",1202137
"1189","Des Moines","IA","2020","Police Department","Personnel Services","SWAT","All expense items","All staff","Group 3",560851
"1190","Des Moines","IA","2020","Police Department","Personnel Services","Technical Services","All expense items","All staff","Group 3",614253
"1191","Des Moines","IA","2020","Police Department","Personnel Services","Tort Claims Investigation","All expense items","All staff","Group 3",228221
"1192","Des Moines","IA","2020","Police Department","Personnel Services","Traffic","All expense items","All staff","Group 3",2306083
"1193","Des Moines","IA","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 3",855937
"1194","Des Moines","IA","2020","Police Department","Transfers","Patrol","All expense items","All staff","Group 3",1500000
"1195","Detroit","MI","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",175000
"1196","Detroit","MI","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 2",5545653
"1197","Detroit","MI","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",1869502
"1198","Detroit","MI","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 2",25568178
"1199","Detroit","MI","2020","Police Department","Operations","All Sub-departments","Office supplies","All staff","Group 2",5694196
"1200","Detroit","MI","2020","Police Department","Other","All Sub-departments","All expense items","All staff","Group 2",4159903
"1201","Detroit","MI","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",57965386
"1202","Detroit","MI","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",217215538
"1203","El Paso","TX","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",1396000
"1204","El Paso","TX","2020","Police Department","Contractual Services","All Sub-departments","Professional Fees","All staff","Group 2",6128271
"1205","El Paso","TX","2020","Police Department","Equipment","All Sub-departments","Field Equipment","All staff","Group 2",243898
"1206","El Paso","TX","2020","Police Department","Equipment","All Sub-departments","Fuel","All staff","Group 2",1562386
"1207","El Paso","TX","2020","Police Department","Equipment","All Sub-departments","Maintenance","All staff","Group 2",42950
"1208","El Paso","TX","2020","Police Department","Intergovernmental Charges","All Sub-departments","All expense items","All staff","Group 2",2478449
"1209","El Paso","TX","2020","Police Department","Materials and Services","All Sub-departments","Field Equipment","All staff","Group 2",2136307
"1210","El Paso","TX","2020","Police Department","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 2",1300114
"1211","El Paso","TX","2020","Police Department","Operations","All Sub-departments","Communications","All staff","Group 2",334367
"1212","El Paso","TX","2020","Police Department","Operations","All Sub-departments","Other","All staff","Group 2",711450
"1213","El Paso","TX","2020","Police Department","Operations","All Sub-departments","Travel","All staff","Group 2",89108
"1214","El Paso","TX","2020","Police Department","Operations","All Sub-departments","Utilites","All staff","Group 2",6000
"1215","El Paso","TX","2020","Police Department","Other","All Sub-departments","Grant ","All staff","Group 2",108130
"1216","El Paso","TX","2020","Police Department","Other","All Sub-departments","Other","All staff","Group 2",12000
"1217","El Paso","TX","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",35165599
"1218","El Paso","TX","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Wages","All staff","Group 2",104592689
"1219","El Paso","TX","2020","Police Department","Transfers","All Sub-departments","Other","All staff","Group 2",1300000
"1220","Fargo","ND","2020","Police Department","Equipment","All Sub-departments","Field Equipment","All staff","Group 2",958200
"1221","Fargo","ND","2020","Police Department","Equipment","All Sub-departments","Office Supplies","All staff","Group 2",244115
"1222","Fargo","ND","2020","Police Department","Equipment","All Sub-departments","Utilities","All staff","Group 2",266777
"1223","Fargo","ND","2020","Police Department","Materials and Services","All Sub-departments","Other","All staff","Group 2",238850
"1224","Fargo","ND","2020","Police Department","Non-Equipment Expense","All Sub-departments","Insurance","All staff","Group 2",85000
"1225","Fargo","ND","2020","Police Department","Non-Equipment Expense","All Sub-departments","Maintenance","All staff","Group 2",151531
"1226","Fargo","ND","2020","Police Department","Non-Equipment Expense","All Sub-departments","Travel","All staff","Group 2",190078
"1227","Fargo","ND","2020","Police Department","Operations","All Sub-departments","Advertising","All staff","Group 2",34500
"1228","Fargo","ND","2020","Police Department","Operations","All Sub-departments","Communications","All staff","Group 2",145648
"1229","Fargo","ND","2020","Police Department","Other","All Sub-departments","Field Equipment","All staff","Group 2",183355
"1230","Fargo","ND","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",5069240
"1231","Fargo","ND","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",15265047
"1232","Fort Worth","TX","2020","Police Department","Capital Projects","All Sub-departments"," All Expense Items","All staff","Group 1",16000
"1233","Fort Worth","TX","2020","Police Department","Operations","All Sub-departments"," All Expense Items","All staff","Group 1",51155581
"1234","Fort Worth","TX","2020","Police Department","Other","All Sub-departments"," All Expense Items","All staff","Group 1",273625
"1235","Fort Worth","TX","2020","Police Department","Personnel Services","All Sub-departments"," All Expense Items","All staff","Group 1",279609195
"1236","Fort Worth","TX","2020","Police Department","Transfers","All Sub-departments"," All Expense Items","All staff","Group 1",21838867
"1237","Fresno","CA","2020","Police Department","All-Non Personnel Services","All Sub-departments","All expense items","All staff","Group 1",18607400
"1238","Fresno","CA","2020","Police Department","Intergovernmental Charges","All Sub-departments","All expense items","All staff","Group 1",22037100
"1239","Fresno","CA","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",161119500
"1240","Honolulu","HI","2020","Police Department","All-Non Personnel Services","Patrol","All expense items","All staff","Group 3",11430322
"1241","Honolulu","HI","2020","Police Department","All-Non Personnel Services","Police Commission","All expense items","All staff","Group 3",147274
"1242","Honolulu","HI","2020","Police Department","All-Non Personnel Services","Special Operations","All expense items","All staff","Group 3",2046999
"1243","Honolulu","HI","2020","Police Department","All-Non Personnel Services","Support Services","All expense items","All staff","Group 3",14962333
"1244","Honolulu","HI","2020","Police Department","All Department Expenses","Office of the Chief of Police","All expense items","All staff","Group 3",1073027
"1245","Honolulu","HI","2020","Police Department","Equipment","Administration","All expense items","All staff","Group 3",9000
"1246","Honolulu","HI","2020","Police Department","Equipment","Investigations","All expense items","All staff","Group 3",40000
"1247","Honolulu","HI","2020","Police Department","Non-Equipment Expense","Administration","All expense items","All staff","Group 3",8459743
"1248","Honolulu","HI","2020","Police Department","Non-Equipment Expense","Investigations","All expense items","All staff","Group 3",3796797
"1249","Honolulu","HI","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",26921578
"1250","Honolulu","HI","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",39357904
"1251","Honolulu","HI","2020","Police Department","Personnel Services","Office of the Chief of Police","All expense items","All staff","Group 3",7434699
"1252","Honolulu","HI","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",153458022
"1253","Honolulu","HI","2020","Police Department","Personnel Services","Police Commission","All expense items","All staff","Group 3",360756
"1254","Honolulu","HI","2020","Police Department","Personnel Services","Special Operations","All expense items","All staff","Group 3",11947126
"1255","Honolulu","HI","2020","Police Department","Personnel Services","Support Services","All expense items","All staff","Group 3",20255725
"1256","Houston","TX","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",50551359
"1257","Houston","TX","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",12376603
"1258","Houston","TX","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",3e+05
"1259","Houston","TX","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",836651091
"1260","Indianapolis","IN","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",5199659
"1261","Indianapolis","IN","2020","Police Department","Internal Charges","All Sub-departments","All expense items","All staff","Group 1",10986804
"1262","Indianapolis","IN","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",26678479
"1263","Indianapolis","IN","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",211072061
"1264","Indianapolis","IN","2020","Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Group 1",29634000
"1265","Jackson","MS","2020","Police Department","Capital Projects","Body Camera Program","All expense items","All staff","Group 4",321000
"1266","Jackson","MS","2020","Police Department","Capital Projects","Bomb Team ","All expense items","All staff","Group 4",10861
"1267","Jackson","MS","2020","Police Department","Capital Projects","Ed Bryne Memorial","All expense items","All staff","Group 4",498553
"1268","Jackson","MS","2020","Police Department","Capital Projects","Hot Spot Policing","All expense items","All staff","Group 4",177404
"1269","Jackson","MS","2020","Police Department","Capital Projects","Patrol","All expense items","All staff","Group 4",1292204
"1270","Jackson","MS","2020","Police Department","Capital Projects","Police E-911 Funds","All expense items","All staff","Group 4",4129
"1271","Jackson","MS","2020","Police Department","Capital Projects","Precinct 2","All expense items","All staff","Group 4",43394
"1272","Jackson","MS","2020","Police Department","Capital Projects","Seizure and Forfeited Property","All expense items","All staff","Group 4",123628
"1273","Jackson","MS","2020","Police Department","Capital Projects","Standards and Training","All expense items","All staff","Group 4",1598
"1274","Jackson","MS","2020","Police Department","Equipment","Animal Services","All expense items","All staff","Group 4",33378
"1275","Jackson","MS","2020","Police Department","Equipment","Body Camera Program","All expense items","All staff","Group 4",1727
"1276","Jackson","MS","2020","Police Department","Equipment","Bomb Team ","All expense items","All staff","Group 4",1993
"1277","Jackson","MS","2020","Police Department","Equipment","Communications","All expense items","All staff","Group 4",12450
"1278","Jackson","MS","2020","Police Department","Equipment","Crime Lab","All expense items","All staff","Group 4",24315
"1279","Jackson","MS","2020","Police Department","Equipment","Impound Lot","All expense items","All staff","Group 4",2000
"1280","Jackson","MS","2020","Police Department","Equipment","Mobile Crime Scene Unit","All expense items","All staff","Group 4",9600
"1281","Jackson","MS","2020","Police Department","Equipment","Other Drug-Related Unit","All expense items","All staff","Group 4",11000
"1282","Jackson","MS","2020","Police Department","Equipment","Patrol","All expense items","All staff","Group 4",1116946
"1283","Jackson","MS","2020","Police Department","Equipment","Police E-911 Funds","All expense items","All staff","Group 4",1550
"1284","Jackson","MS","2020","Police Department","Equipment","Police ID","All expense items","All staff","Group 4",2000
"1285","Jackson","MS","2020","Police Department","Equipment","Precinct 1","All expense items","All staff","Group 4",1000
"1286","Jackson","MS","2020","Police Department","Equipment","Precinct 2","All expense items","All staff","Group 4",1000
"1287","Jackson","MS","2020","Police Department","Equipment","Precinct 3","All expense items","All staff","Group 4",1000
"1288","Jackson","MS","2020","Police Department","Equipment","Precinct 4","All expense items","All staff","Group 4",500
"1289","Jackson","MS","2020","Police Department","Equipment","Seizure and Forfeited Property","All expense items","All staff","Group 4",40433
"1290","Jackson","MS","2020","Police Department","Equipment","Support Services","All expense items","All staff","Group 4",10551
"1291","Jackson","MS","2020","Police Department","Equipment","Training","All expense items","All staff","Group 4",153653
"1292","Jackson","MS","2020","Police Department","Internal Charges","Command","All expense items","All staff","Group 4",55189
"1293","Jackson","MS","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 4",203900
"1294","Jackson","MS","2020","Police Department","Materials and Services","Adult Detention","All expense items","All staff","Group 4",7352
"1295","Jackson","MS","2020","Police Department","Materials and Services","Animal Services","All expense items","All staff","Group 4",53142
"1296","Jackson","MS","2020","Police Department","Materials and Services","Bomb Team ","All expense items","All staff","Group 4",5
"1297","Jackson","MS","2020","Police Department","Materials and Services","Communications","All expense items","All staff","Group 4",23360
"1298","Jackson","MS","2020","Police Department","Materials and Services","Crime Lab","All expense items","All staff","Group 4",57545
"1299","Jackson","MS","2020","Police Department","Materials and Services","Impound Lot","All expense items","All staff","Group 4",23200
"1300","Jackson","MS","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 4",16000
"1301","Jackson","MS","2020","Police Department","Materials and Services","NET","All expense items","All staff","Group 4",16933
"1302","Jackson","MS","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 4",86176
"1303","Jackson","MS","2020","Police Department","Materials and Services","Police ID","All expense items","All staff","Group 4",9303
"1304","Jackson","MS","2020","Police Department","Materials and Services","Precinct 1","All expense items","All staff","Group 4",8000
"1305","Jackson","MS","2020","Police Department","Materials and Services","Precinct 2","All expense items","All staff","Group 4",34787
"1306","Jackson","MS","2020","Police Department","Materials and Services","Precinct 3","All expense items","All staff","Group 4",38615
"1307","Jackson","MS","2020","Police Department","Materials and Services","Precinct 4","All expense items","All staff","Group 4",63600
"1308","Jackson","MS","2020","Police Department","Materials and Services","Seizure and Forfeited Property","All expense items","All staff","Group 4",35067
"1309","Jackson","MS","2020","Police Department","Materials and Services","Support Services","All expense items","All staff","Group 4",559255
"1310","Jackson","MS","2020","Police Department","Materials and Services","Training","All expense items","All staff","Group 4",90351
"1311","Jackson","MS","2020","Police Department","Materials and Services","Youth Detention","All expense items","All staff","Group 4",1299066
"1312","Jackson","MS","2020","Police Department","Personnel Services","Adult Detention","Benefits","All staff","Group 4",172626
"1313","Jackson","MS","2020","Police Department","Personnel Services","Adult Detention","Overtime","All staff","Group 4",35000
"1314","Jackson","MS","2020","Police Department","Personnel Services","Adult Detention","Retirement/Pension","All staff","Group 4",98029
"1315","Jackson","MS","2020","Police Department","Personnel Services","Adult Detention","Salaries","All staff","Group 4",528387
"1316","Jackson","MS","2020","Police Department","Personnel Services","Animal Services","Benefits","All staff","Group 4",72602
"1317","Jackson","MS","2020","Police Department","Personnel Services","Animal Services","Overtime","All staff","Group 4",14605
"1318","Jackson","MS","2020","Police Department","Personnel Services","Animal Services","Retirement/Pension","All staff","Group 4",30749
"1319","Jackson","MS","2020","Police Department","Personnel Services","Animal Services","Salaries","All staff","Group 4",162114
"1320","Jackson","MS","2020","Police Department","Personnel Services","Communications","Benefits","All staff","Group 4",436267
"1321","Jackson","MS","2020","Police Department","Personnel Services","Communications","Overtime","All staff","Group 4",75000
"1322","Jackson","MS","2020","Police Department","Personnel Services","Communications","Retirement/Pension","All staff","Group 4",259966
"1323","Jackson","MS","2020","Police Department","Personnel Services","Communications","Salaries","All staff","Group 4",1433816
"1324","Jackson","MS","2020","Police Department","Personnel Services","Impound Lot","All expense items","All staff","Group 4",47019
"1325","Jackson","MS","2020","Police Department","Personnel Services","Impound Lot","Benefits","All staff","Group 4",15265
"1326","Jackson","MS","2020","Police Department","Personnel Services","Impound Lot","Overtime","All staff","Group 4",600
"1327","Jackson","MS","2020","Police Department","Personnel Services","Impound Lot","Retirement/Pension","All staff","Group 4",4707
"1328","Jackson","MS","2020","Police Department","Personnel Services","Impound Lot","Salaries","All staff","Group 4",26447
"1329","Jackson","MS","2020","Police Department","Personnel Services","Patrol","Benefits","All staff","Group 4",3551352
"1330","Jackson","MS","2020","Police Department","Personnel Services","Patrol","Overtime","All staff","Group 4",1568009
"1331","Jackson","MS","2020","Police Department","Personnel Services","Patrol","Retirement/Pension","All staff","Group 4",2774988
"1332","Jackson","MS","2020","Police Department","Personnel Services","Patrol","Salaries","All staff","Group 4",14991137
"1333","Jackson","MS","2020","Police Department","Personnel Services","Public Safety Planning","All expense items","All staff","Group 4",305470
"1334","Jackson","MS","2020","Police Department","Personnel Services","Security","Benefits","All staff","Group 4",68623
"1335","Jackson","MS","2020","Police Department","Personnel Services","Security","Overtime","All staff","Group 4",13403
"1336","Jackson","MS","2020","Police Department","Personnel Services","Security","Retirement/Pension","All staff","Group 4",3135
"1337","Jackson","MS","2020","Police Department","Personnel Services","Security","Salaries","All staff","Group 4",216183
"1338","Jackson","MS","2020","Police Department","Personnel Services","Seizure and Forfeited Property","All expense items","All staff","Group 4",50000
"1339","Jackson","MS","2020","Police Department","Personnel Services","Support Services","Benefits","All staff","Group 4",715285
"1340","Jackson","MS","2020","Police Department","Personnel Services","Support Services","Overtime","All staff","Group 4",15000
"1341","Jackson","MS","2020","Police Department","Personnel Services","Support Services","Retirement/Pension","All staff","Group 4",422263
"1342","Jackson","MS","2020","Police Department","Personnel Services","Support Services","Salaries","All staff","Group 4",2836380
"1343","Jacksonville","FL","2020","Office of the Sheriff","Capital Projects","All sub-departments","All expense items","All Staff","Group 1",3208320
"1344","Jacksonville","FL","2020","Office of the Sheriff","Debt Service","All sub-departments","All expense items","All Staff","Group 1",261952
"1345","Jacksonville","FL","2020","Office of the Sheriff","Operations","All sub-departments","All expense items","All Staff","Group 1",91983725
"1346","Jacksonville","FL","2020","Office of the Sheriff","Personnel Services","All sub-departments","All expense items","All Staff","Group 1",386140600
"1347","Kansas City","MO","2020","Police Department","Capital Projects","Administration","All expense items","All staff","Group 3",5e+05
"1348","Kansas City","MO","2020","Police Department","Capital Projects","Executive Services","All expense items","All staff","Group 3",2300000
"1349","Kansas City","MO","2020","Police Department","Capital Projects","Investigations","All expense items","All staff","Group 3",150000
"1350","Kansas City","MO","2020","Police Department","Capital Projects","Management","All expense items","All staff","Group 3",40000
"1351","Kansas City","MO","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 3",313636
"1352","Kansas City","MO","2020","Police Department","Contractual Services","Executive Services","All expense items","All staff","Group 3",8234040
"1353","Kansas City","MO","2020","Police Department","Contractual Services","Investigations","All expense items","All staff","Group 3",1998224
"1354","Kansas City","MO","2020","Police Department","Contractual Services","Management","All expense items","All staff","Group 3",6589276
"1355","Kansas City","MO","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 3",908192
"1356","Kansas City","MO","2020","Police Department","Contractual Services","Training","All expense items","All staff","Group 3",95589
"1357","Kansas City","MO","2020","Police Department","Debt Service","Patrol","All expense items","All staff","Group 3",15636885
"1358","Kansas City","MO","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 3",10000
"1359","Kansas City","MO","2020","Police Department","Materials and Services","Executive Services","All expense items","All staff","Group 3",6100957
"1360","Kansas City","MO","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 3",447740
"1361","Kansas City","MO","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 3",411981
"1362","Kansas City","MO","2020","Police Department","Materials and Services","Training","All expense items","All staff","Group 3",45000
"1363","Kansas City","MO","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",8204215
"1364","Kansas City","MO","2020","Police Department","Personnel Services","Executive Services","All expense items","All staff","Group 3",14135477
"1365","Kansas City","MO","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",36562719
"1366","Kansas City","MO","2020","Police Department","Personnel Services","Management","All expense items","All staff","Group 3",76176949
"1367","Kansas City","MO","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",75957186
"1368","Kansas City","MO","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 3",7429339
"1369","Las Vegas","NV","2020","City Marshals","Capital Projects","Other Specialized Unit","Other","All staff","Group 4",49000
"1370","Las Vegas","NV","2020","City Marshals","Materials and Services","Other Specialized Unit","Other","All staff","Group 4",3038950
